run,rope_length_m,quality_valid,action,component,duration_s,positive_integral_j_kg,negative_integral_j_kg,net_integral_j_kg,net_mean_power_w_kg,power_rms_w_kg,positive_time_ratio,injection_bias,acceleration_rms_m_s2,power_band_energy_w2_s_kg2,power_band_rms_w_kg,power_band_fraction,acceleration_band_energy_m2_s3,acceleration_band_rms_m_s2,acceleration_band_fraction
L08_VALID,0.8,True,action_09_hold,z3_disturbance,10.159999999999997,0.0030049201333970377,-0.0031651129035781163,-0.0001601927701810786,-1.5767004939082546e-05,0.0008899264451504255,0.504746835443038,-0.02596303281053626,0.020587891194089474,3.17737903228268e-07,0.00017684291241684986,0.05633255651023264,5.100774905359562e-05,0.0022406355664176254,0.012910524515815779
L08_VERTICAL_INVALID,0.8,False,action_01_hold,nominal_total,5.1839999999999975,0.0007932740305636793,-0.0004896001533937229,0.0003036738771699563,5.85790658121058e-05,0.00030583359188682236,0.5088566827697263,0.23671368632049722,0.03431862098344784,3.505913911782366e-08,8.223716446179299e-05,0.09679545539304342,0.00010362888676916228,0.0044710334593546334,0.037600711452329745
L08_VERTICAL_INVALID,0.8,False,action_01_hold,position_feedback,5.1839999999999975,0.00034057849701912314,-0.0003841736093689006,-4.3595112349777436e-05,-8.40955099339843e-06,0.00017841030180246433,0.5475040257648953,-0.06015175667035195,0.019106635369868584,2.6925872293302404e-08,7.206964692015413e-05,0.18878887996918226,1.1279655994142487e-05,0.0014750795120166622,0.020566140991881216
L08_VERTICAL_INVALID,0.8,False,action_01_hold,velocity_error_combined,5.1839999999999975,0.0007421714998154128,-0.00039490250848257303,0.0003472689913328398,6.698861715525462e-05,0.00029091969898501554,0.47665056360708535,0.3054057948722659,0.028638641794507376,6.87510440875625e-09,3.641725042108893e-05,0.030969505242626212,6.077649791341056e-05,0.003424012482484603,0.0462175760543622
L08_VERTICAL_INVALID,0.8,False,action_01_hold,velocity_reference,5.1839999999999975,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan
L08_VERTICAL_INVALID,0.8,False,action_01_hold,velocity_state_feedback,5.1839999999999975,0.0007421714998154128,-0.00039490250848257303,0.0003472689913328398,6.698861715525462e-05,0.00029091969898501554,0.47665056360708535,0.3054057948722659,0.028638379358997205,6.87510440875625e-09,3.641725042108893e-05,0.030969505242626212,6.077402112372988e-05,0.003423942713367618,0.04621460173153546
L08_VERTICAL_INVALID,0.8,False,action_01_hold,velocity_tracking_actual,5.1839999999999975,0.001164244262794317,-0.0009284738489296035,0.0002357704138647135,4.5480403909088276e-05,0.0005149224369664141,0.5877616747181964,0.11266228955723649,0.05205356974471356,1.570411071897388e-07,0.0001740500601976648,0.13641314764650597,3.7727078085827273e-05,0.002697702715162606,0.015729135360641727
L08_VERTICAL_INVALID,0.8,False,action_01_hold,velocity_observer_estimation,5.1839999999999975,0.0006844472288894793,-0.0005728636608929928,0.00011158356799648649,2.152460802401361e-05,0.00032128169783865836,0.40418679549114334,0.08874779412416574,0.034923876044894615,1.498074282200941e-07,0.0001699942288758604,0.2201694343442217,8.790047590084672e-05,0.004117779780461722,0.051095963960043476
L08_VERTICAL_INVALID,0.8,False,action_01_hold,z3_disturbance,5.1839999999999975,0.00031113326403101364,-0.0003317877631948248,-2.0654499163811138e-05,-3.9842783880808545e-06,0.0001582391892985692,0.5362318840579711,-0.0321260283754195,0.017808366250217995,2.49313023510355e-08,6.934896540612822e-05,0.19797393306515304,1.695519238478332e-05,0.0018085014634666406,0.02889894290494229
L08_VERTICAL_INVALID,0.8,False,action_02_north,nominal_total,6.059999999999995,0.028677747266030482,-0.013885176008734606,0.014792571257295876,0.0024410183592897504,0.012087610070561892,0.5481171548117155,0.34754594184714205,0.0710049894633399,6.922861934390767e-05,0.0033799207946640696,0.28965830755538163,0.0006409704354672586,0.010284488267385497,0.06735211686812986
