run,rope_length_m,quality_valid,segment,component,duration_s,positive_integral_j_kg,negative_integral_j_kg,net_integral_j_kg,net_mean_power_w_kg,power_rms_w_kg,positive_time_ratio,injection_bias,acceleration_rms_m_s2,power_band_energy_w2_s_kg2,power_band_rms_w_kg,power_band_fraction,acceleration_band_energy_m2_s3,acceleration_band_rms_m_s2,acceleration_band_fraction,swing_energy_start_mean_j_kg,swing_energy_end_mean_j_kg,swing_energy_delta_sum_j_kg,swing_energy_peak_j_kg,swing_energy_rms_j_kg
L06_VALID,0.6,True,motion_acceleration,velocity_error_combined,3.967999999999975,0.030345139937446013,-0.0028750604595588957,0.027470079477887117,0.0069229030942256275,0.013160513025076509,0.6513026052104208,0.8269089033058267,0.08155319219092837,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,velocity_reference,3.967999999999975,0.18803737240913204,-0.016967228396511956,0.17107014401262008,0.0431124354870517,0.08039980830250881,0.46693386773547096,0.8344697794114596,0.4388429594323854,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,velocity_state_feedback,3.967999999999975,0.01675386124157372,-0.16035392673877394,-0.14360006549720022,-0.03618953263538335,0.06839018299612361,0.4308617234468938,-0.8108060471803445,0.3769437973954374,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,acceleration_damping,3.967999999999975,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,z3_disturbance,3.967999999999975,0.0099169467458377,-0.0006118720744269319,0.009305074671410767,0.002345028899045067,0.004389133245038095,0.7354709418837675,0.883771943487284,0.028296980063338046,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,velocity_tracking_actual,3.967999999999975,0.03698502681079635,-0.013372607971072353,0.023612418839724,0.005950710393075642,0.016545230431871755,0.56312625250501,0.4688945170281441,0.13248506544741384,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,velocity_observer_estimation,3.967999999999975,0.014337958881310467,-0.010480293023518278,0.0038576658577921894,0.000972194016580699,0.008031020684336991,0.5591182364729459,0.15543664689138018,0.08511992799984136,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_cruise,nominal_total,16.711999999999996,0.02362872788111127,-0.03935312445477857,-0.015724396573667303,-0.0009409045340873209,0.006431505120616808,0.475779376498801,-0.24966551459628705,0.06843137470931238,1.1531726221273998e-05,0.0008306784580393729,0.050742954878628455,0.002494873410457973,0.012218279165536864,0.04859926660759116,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
L06_VALID,0.6,True,motion_cruise,position_feedback,16.711999999999996,0.020133912541654274,-0.032942460082856985,-0.012808547541202711,-0.0007664281678555956,0.005275116257027539,0.4805755395683453,-0.2413229636436681,0.04456487874063807,6.360798604545292e-05,0.0019509296498466688,0.4142405569087771,0.0003177875264834531,0.0043606799182211746,0.02981725317459817,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
L06_VALID,0.6,True,motion_cruise,velocity_error_combined,16.711999999999996,0.025360788976598818,-0.028276642118011317,-0.0029158531414124993,-0.00017447661209983844,0.005077583755103639,0.43980815347721824,-0.05436228174815599,0.05885299912541214,4.3595907270063106e-05,0.0016151343238378659,0.19738151160312117,0.0018511892593736257,0.010524735673474516,0.05091942662922142,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
L06_VALID,0.6,True,motion_cruise,velocity_reference,16.711999999999996,0.4935204443152316,-0.6112090957529144,-0.11768865143768276,-0.007042164399095428,0.08376086852773382,0.5083932853717026,-0.10653164160924225,0.808210609682724,0.048938634781754684,0.05411425844299716,0.647386445899608,5.061728083731099e-10,5.503452115053758e-06,0.00043032573301296593,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
L06_VALID,0.6,True,motion_cruise,velocity_state_feedback,16.711999999999996,0.6200411168421269,-0.5052683191066601,0.11477279773546678,0.006867687753438655,0.08528724085666378,0.4930455635491607,0.10199221127004761,0.8246943821574846,0.05167669099957753,0.05560746983335248,0.6434362439701489,0.0018509587494501651,0.010524080383495378,0.05085436785893091,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
L06_VALID,0.6,True,motion_cruise,acceleration_damping,16.711999999999996,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
L06_VALID,0.6,True,motion_cruise,z3_disturbance,16.711999999999996,0.024900544520442006,-0.0291881731662288,-0.004287628645786794,-0.000256559875884801,0.004464102782723421,0.5275779376498801,-0.07927029571350705,0.04823564544556594,9.684182702101617e-05,0.002407228262328701,0.5862494712204378,0.0008728496224002617,0.007226957499255305,0.11072753518639868,0.025856731925159693,0.002931111230282113,-0.09170248277951032,0.0483073927462101,0.014580897188127731
