mode,rope_length_m,window,direction,start_boot_s,end_boot_s,sample_count,a_position_rms_m_s2,a_position_p95_m_s2,a_position_peak_m_s2,a_position_band_055_075_energy,a_tracking_rms_m_s2,a_tracking_p95_m_s2,a_tracking_peak_m_s2,a_tracking_band_055_075_energy,a_observer_error_rms_m_s2,a_observer_error_p95_m_s2,a_observer_error_peak_m_s2,a_observer_error_band_055_075_energy,a_velocity_total_rms_m_s2,a_velocity_total_p95_m_s2,a_velocity_total_peak_m_s2,a_velocity_total_band_055_075_energy,a_velocity_total_jerk_rms_m_s3,a_velocity_total_jerk_p95_m_s3,a_velocity_total_jerk_peak_m_s3,a_nominal_rms_m_s2,a_nominal_p95_m_s2,a_nominal_peak_m_s2,a_nominal_band_055_075_energy,a_nominal_jerk_rms_m_s3,a_nominal_jerk_p95_m_s3,a_nominal_jerk_peak_m_s3,a_z3_rms_m_s2,a_z3_p95_m_s2,a_z3_peak_m_s2,a_z3_band_055_075_energy,a_as_rms_m_s2,a_as_p95_m_s2,a_as_peak_m_s2,a_as_band_055_075_energy,a_pas_rms_m_s2,a_pas_p95_m_s2,a_pas_peak_m_s2,a_pas_band_055_075_energy,a_final_rms_m_s2,a_final_p95_m_s2,a_final_peak_m_s2,a_final_band_055_075_energy,a_final_jerk_rms_m_s3,a_final_jerk_p95_m_s3,a_final_jerk_peak_m_s3,p_position_positive_integral,p_position_negative_integral,p_position_net_integral,p_position_mean,p_tracking_positive_integral,p_tracking_negative_integral,p_tracking_net_integral,p_tracking_mean,p_observer_error_positive_integral,p_observer_error_negative_integral,p_observer_error_net_integral,p_observer_error_mean,p_velocity_total_positive_integral,p_velocity_total_negative_integral,p_velocity_total_net_integral,p_velocity_total_mean,p_nominal_positive_integral,p_nominal_negative_integral,p_nominal_net_integral,p_nominal_mean,p_z3_positive_integral,p_z3_negative_integral,p_z3_net_integral,p_z3_mean,p_as_positive_integral,p_as_negative_integral,p_as_net_integral,p_as_mean,p_pas_positive_integral,p_pas_negative_integral,p_pas_net_integral,p_pas_mean,p_final_positive_integral,p_final_negative_integral,p_final_net_integral,p_final_mean
STD_L06_FULL_W05,0.6,south_accel,south,76.232,77.232,126,0.024682005266527626,0.04113700136597462,0.05098917507980441,nan,0.14796488795909074,0.23746410868297635,0.2621571112594144,nan,0.05423772534297404,0.08972539985194401,0.0915524453289325,nan,0.10692459097364482,0.17398972410195682,0.18914874801685655,nan,2.0623236352144927,5.904036342559747,6.951849079496241,0.11488503905963887,0.21361956421366057,0.23246499859790312,nan,2.4816775995321776,7.168648437463249,8.33607640887539,0.029461088630065038,0.04913066919964218,0.049741204913271914,nan,0.10707220770126598,0.20000000111174526,0.20000000820653344,nan,0.042089678250178654,0.08000000256068619,0.0800000087312284,nan,0.4832045078816781,0.7970725750922123,0.8000000867328113,nan,3.778203245309465,12.86048708696834,14.56428892986961,0.002309947198253242,-9.167562163201425e-05,0.0022182715766212277,0.002213445610117387,0.01182589984082745,-0.0051635821998351865,0.006662317640992264,0.006683318508842762,0.002443500269961075,-0.0014914719903754282,0.0009520282795856466,0.0009477275704291912,0.010454041536140843,-0.0028396952678449187,0.007614346268295926,0.007631046442434631,0.01209996528155186,-0.0022673476642812314,0.009832617617270629,0.00984449182515308,0.003617094980145354,-8.334757879492719e-05,0.0035337474013504263,0.0035297468923725693,0.0,-0.01494985305669253,-0.01494985305669253,-0.014887344329147867,0.0,-0.005102220831438896,-0.005102220831438896,-0.005103624453546391,0.030709775120951317,-0.018156930544646368,0.012552844576304942,0.012572515897022279
STD_L06_FULL_W05,0.6,south_cruise,south,77.232,81.432,526,0.029159512841879988,0.05933743632328337,0.08542946754880401,nan,0.08249270730369487,0.16512835215849164,0.17900949928127455,nan,0.03313324058507314,0.05910163061448756,0.06256172173749826,nan,0.05959175781485958,0.12106800387463715,0.16063613803924548,nan,0.2452559183638741,0.5288358908132975,2.1769140316875744,0.06314703432915621,0.15978748676659854,0.21616079004632335,nan,0.9657080360460949,2.2383538483774275,3.4129888838763986,0.04277860451972719,0.06019577883275683,0.06201752622140525,nan,0.06602473548940685,0.19178783650826248,0.20000000839634036,nan,0.011658344912904874,0.0,0.08000000247400564,nan,0.13398537326583346,0.33698920898530843,0.4102946920867825,nan,1.4111893089117227,2.288572747612474,13.899100288201646,0.0030606045939821584,-0.0063423655221740765,-0.0032817609281919173,-0.0007748906262647321,0.004183774223519839,-0.019861405557487194,-0.015677631333967355,-0.0037118494573801673,0.00817993783055863,-0.0009799947668361687,0.007199943063722461,0.0017135359324374768,0.003684069634678905,-0.01216175776765342,-0.008477688132974517,-0.0019983134853497632,0.002891055810422526,-0.014650504966522924,-0.0117594491561004,-0.002773204134838814,0.0044444078597680355,-0.007274040284273729,-0.0028296324245056926,-0.0006623572628178191,0.0,-0.02511284037555491,-0.02511284037555491,-0.005982668552285917,9.473265527052244e-08,-0.0005041350845712856,-0.0005040403519160151,-0.00012981772092488333,0.0034439454148013017,-0.043738226764628185,-0.04029428134982688,-0.009563270632557387
STD_L06_FULL_W05,0.6,south_decel,south,81.432,82.432,126,0.01929129798310266,0.035660794357169776,0.038830788077559464,nan,0.11511686308702936,0.16066675097292904,0.18573048240506543,nan,0.03278315201788148,0.05798162912293578,0.05923597205043587,nan,0.09977459634354713,0.15304855986495294,0.16921342884130816,nan,2.039830523775905,6.014947140015437,7.123296826498756,0.11196094974353361,0.17764649091335524,0.18937872272123202,nan,1.676518085484875,4.658156753782677,6.009953294603397,0.03201689640479397,0.05230926166684268,0.05354013227946742,nan,0.11808251065665892,0.19999999493146775,0.200000009276349,nan,0.05464805702362716,0.08000000284232409,0.08000000800080459,nan,0.3975266223880422,0.613122076752351,0.6564334345781191,nan,3.089131278785991,7.588522897061875,12.22504627450979,0.001376054732769275,-0.00035745758821762087,0.0010185971445516536,0.0009947007577534711,0.010568258999148396,-0.003122658253472921,0.007445600745675476,0.007283890015103333,0.0015172486558440198,-0.0011119446469238046,0.00040530400892021526,0.00041999008964113373,0.009537076505366724,-0.0016861719461364062,0.007850904559230319,0.007703879916935164,0.01042683010408656,-0.0015573284510757661,0.008869501653010793,0.008698580628940059,0.0015581453981867409,-0.0018514162341598454,-0.0002932708359731045,-0.0002663995074105933,0.0,-0.017525017212639885,-0.017525017212639885,-0.017464672647711555,2.5455441791562e-06,-0.006605863209086264,-0.006603317664907108,-0.0065509103818522625,0.030973774026526516,-0.015708722755778854,0.015265051270747662,0.014909861656373582
STD_L06_FULL_W05,0.6,west_move,west,87.70400000000001,93.904,775,0.04148682996430673,0.07666146393955628,0.09837827952331399,0.0,0.09252583474757496,0.18561531502595982,0.21218942139534533,0.0,0.030028471221858446,0.05588421680566294,0.06154459602217834,0.0,0.0798262585941135,0.14922908865252743,0.17100628412734648,0.0,1.194171744361499,1.3003170191853652,7.073071238958744,0.09498478288232175,0.1930447155645953,0.22989322318369054,0.0,1.4512398017034036,2.4005072682124076,8.298938648534032,0.04711759946768302,0.07387396775802654,0.07499667789050289,0.0,0.08469712781453147,0.19999999136093513,0.20000001399246733,0.0,0.02920416809436371,0.07999999713342772,0.08000000648553808,0.0,0.30183321460418167,0.7070279399584088,0.8000000817845576,0.0,2.2598869147175016,3.009406213881922,16.523430188518056,0.010267148218823428,-0.009577935525419919,0.0006892126934035098,0.00010487672805832136,0.018640519766908115,-0.023161162150520838,-0.004520642383612718,-0.0007357086569659406,0.011662062833107485,-0.0014940390069750728,0.010168023826132412,0.0016383484606476192,0.02191794244597247,-0.01627056089654077,0.005647381549431703,0.0009026398213010849,0.02712012427291742,-0.020783529911708745,0.006336594361208676,0.001007516566968544,0.011378797521079835,-0.008743433623996683,0.002635363897083149,0.0004223386535522877,0.0,-0.0578464524768315,-0.0578464524768315,-0.009338591026252905,6.77011259540156e-07,-0.011780134060070873,-0.011779457048811334,-0.0018995756389032917,0.07644817883281713,-0.08639990767791483,-0.009951728845097717,-0.0016352301410854796
STD_L06_FULL_W05,0.6,west_accel,west,87.70400000000001,88.70400000000001,125,0.026451689033543148,0.05706975702918136,0.07191774292541626,nan,0.08570868174025642,0.1376150072082409,0.15816803377390046,nan,0.03329225471753285,0.060739414429610145,0.06154459602217834,nan,0.0752732857377895,0.14653049258195555,0.15936973049941539,nan,2.080122675673933,5.661708986915385,6.962762890913122,0.0949991810894489,0.20359769864903332,0.22989322318369054,nan,2.523242745237579,6.562809976927736,8.298938648534032,0.037799421621231365,0.06304878030386467,0.06313093413021117,nan,0.11840969990261001,0.20000000338172072,0.2000000102887337,nan,0.045212214592189694,0.08000000053142825,0.08000000590531052,nan,0.48677549197419623,0.7487088370166954,0.8000000817845576,nan,3.9061891873263237,8.524426107985088,16.523430188518056,0.0025819668235198914,-0.00029993236247537354,0.0022820344610445177,0.0023086238108880933,0.005641392364515879,-0.0035196289806626742,0.0021217633838532036,0.002158277214388363,0.0031119381873868294,-0.00043995838030241326,0.0026719798070844163,0.0026870997194200752,0.0064824677214200726,-0.0016887243220117146,0.004793743399408358,0.00484537713995087,0.008959828287654025,-0.0018840503263345488,0.0070757779613194755,0.007154001044371398,0.004537981500587173,-0.000492952990171033,0.004045028510416141,0.004073054999258602,0.0,-0.01775185939175931,-0.01775185939175931,-0.017794094267705077,0.0,-0.005484057015739369,-0.005484057015739369,-0.0055152998203411695,0.03381925022974598,-0.02513019738515141,0.008689052844594572,0.00879072618932696
STD_L06_FULL_W05,0.6,west_cruise,west,88.70400000000001,92.904,525,0.04216545761574384,0.07573372994167822,0.09837827952331399,nan,0.09340480401280433,0.1999337183434048,0.21218942139534533,nan,0.02907887992603558,0.05517072977361141,0.05913491367560266,nan,0.07471853541383573,0.14673557310342233,0.15359334376451345,nan,0.2575731844069408,0.5090439784655877,2.1096668865527586,0.07886664595093132,0.14369058042548824,0.21684162277051344,nan,0.9529847707370339,2.2283634581358926,2.581938883622796,0.05278052654930196,0.07434816522519226,0.07499667789050289,nan,0.06419538915625796,0.17918229094864105,0.20000001399246733,nan,0.011614592338402426,0.0,0.0800000030755286,nan,0.14930659068074684,0.30975410813237886,0.3759860113273735,nan,1.3112658723757664,2.3337013054641704,12.297996614823186,0.0032917048389281456,-0.008383616616374665,-0.00509191177744652,-0.0012061866008194297,0.0056323980737507315,-0.016282474016966274,-0.01065007594321554,-0.0025331025654908705,0.005672595382864551,-0.0007314631645676873,0.004941132218296863,0.0011793541091165457,0.006081069781255891,-0.011790013118916275,-0.005708943337660382,-0.001353748366789313,0.004488507824574409,-0.01528936288007576,-0.010800855055501346,-0.002559934953860431,0.004358683684484325,-0.008039130989127449,-0.003680447304643123,-0.0008697034131477094,0.0,-0.02313576670335905,-0.02313576670335905,-0.005516749303999296,0.0,-0.0005763990395935856,-0.0005763990395935856,-0.0001439117052913865,0.005020481653909805,-0.043377511701735885,-0.03835703004782608,-0.009136029083697676
STD_L06_FULL_W05,0.6,west_decel,west,92.904,93.904,126,0.04985908174068921,0.08062577842092229,0.08289222316166717,nan,0.0952588881688906,0.15179496269875747,0.17950655839901858,nan,0.030394160166477047,0.04079200988915257,0.04234303851222156,nan,0.10180392916578768,0.15501104920118186,0.17100628412734648,nan,2.050316582541703,5.912330203609976,7.073071238958744,0.1437462745571122,0.21336252367251746,0.2235433137718628,nan,1.6893400345088563,4.627398642146757,5.9981083772259405,0.025229671304966263,0.03230828690791632,0.03235445654010673,nan,0.114208148355528,0.1999999992206985,0.20000001049664276,nan,0.05153553030803182,0.08000000099837108,0.08000000648553808,nan,0.48296480430314986,0.7310079475971804,0.7977457293957871,nan,3.018481664709859,7.46045868298831,12.021641608721367,0.004346513784810695,-0.0008943865465698806,0.0034521272382408144,0.00338585618908202,0.007287942400434868,-0.003359059152891888,0.003928883247542979,0.0038486960115805564,0.002850991087325387,-0.00032261746210497216,0.0025283736252204154,0.0024986028973483965,0.009249079851666345,-0.0027918234556127794,0.0064572563960535664,0.00634729843432791,0.01351950030494471,-0.00361011670529844,0.00990938359964627,0.009733154581645356,0.002429619019734675,-0.00021134964469820395,0.0022182693750364708,0.0021932235546363887,0.0,-0.016877902228385245,-0.016877902228385245,-0.016805023689697024,6.77011259540156e-07,-0.005658316989894966,-0.005657639978635426,-0.005612738074043071,0.037411397376097597,-0.017892198591027544,0.019519198785070052,0.019133687258184342
STD_L06_FULL_W05,0.6,movement,all,53.248000000000005,93.904,3100,0.030018289670151674,0.061186999718310514,0.09837827952331399,0.0,0.0883447464658005,0.16003792944122935,0.2621571112594144,0.0,0.03253646582594432,0.05913271814228319,0.0915524453289325,0.0,0.06999799751124873,0.1408829492076074,0.18914874801685655,0.0,1.1918033696503532,1.2945141741502464,7.699343630486475,0.07957325377257383,0.16993879118135777,0.23246499859790312,0.0,1.4499045209197743,2.3816935354575484,8.489732030112702,0.03967077106677961,0.06352727651728113,0.07499667789050289,0.0,0.08376195897821599,0.19999998595478571,0.20000001399246733,0.0,0.029208954582228962,0.07999999871876255,0.0800000087312284,0.0,0.2739928757019757,0.6275013025258852,0.8000000867328113,0.0,2.2658384272083594,3.030317503588865,16.523430188518056,0.025629189895547858,-0.027925856278463553,-0.0022966663829156906,-9.647781790788705e-05,0.07706433176577157,-0.09225885299081271,-0.015194521225041124,-0.0006226878185582474,0.044642459993694976,-0.011303060826699948,0.03333939916699502,0.0013457699930618842,0.07600121581921805,-0.057856337046777014,0.018144878772441045,0.0007230822076034964,0.08515480505150841,-0.0693065926480969,0.01584821240341152,0.0006266043897158163,0.03471976183691732,-0.03315062944102284,0.0015691323958944808,6.401325040835746e-05,0.0,-0.226866168397444,-0.226866168397444,-0.009158351218822941,3.4173227759306465e-06,-0.04772434280722518,-0.04772092548444924,-0.0019241466692273528,0.2665604589510951,-0.306048099626674,-0.03948764067557891,-0.001615550003490093
STD_L06_FULL_W05,0.6,movement_accel,all,53.248000000000005,93.904,502,0.02185118021799939,0.04148362189299552,0.07191774292541626,nan,0.10316828532234372,0.1794572402221391,0.2621571112594144,nan,0.040027868886986735,0.07632140358042123,0.0915524453289325,nan,0.08031171985233174,0.15416227082888123,0.18914874801685655,nan,2.069114248287007,5.9401939743997945,7.156111825843784,0.09275608665638199,0.19109849676055496,0.23246499859790312,nan,2.4944738781929368,7.173061985540421,8.489732030112702,0.029004195732205428,0.05847157475078645,0.06313093413021117,nan,0.1124124540826469,0.19999999968658408,0.2000000102887337,nan,0.04557152874339743,0.08000000188408504,0.0800000087312284,nan,0.46268357738858956,0.7652177128943157,0.8000000867328113,nan,3.847392796630585,12.612502665246996,16.523430188518056,0.007510488051291762,-0.0011614358087572204,0.00634905224253454,0.0015940679131554896,0.0307287359874463,-0.013257879499404148,0.01747085648804215,0.004393006046096802,0.008358123951984448,-0.00461144593359495,0.003746678018389497,0.0009363858864916151,0.028536817800203198,-0.007319282515133585,0.021217535285069616,0.005329392130757372,0.03500955734934545,-0.0074429699615065235,0.027566587387838924,0.006923460005364757,0.012678893770393183,-0.001284308956455787,0.011394584813937398,0.0028544568872140115,0.0,-0.06436613447861965,-0.06436613447861965,-0.01606048094213003,0.0,-0.021521650278009445,-0.021521650278009445,-0.00538834034714781,0.12578601632732905,-0.07956867575633797,0.046217340570991076,0.011591789358649964
STD_L06_FULL_W05,0.6,movement_cruise,all,53.248000000000005,93.904,2100,0.03138752021111895,0.061840562875666055,0.09837827952331399,nan,0.08137884435528588,0.15626923560506611,0.21218942139534533,nan,0.030900233389224388,0.05811147614756452,0.06642272490274145,nan,0.061355784271499354,0.1267320708902579,0.16063613803924548,nan,0.23323397028168058,0.4853667970890615,2.1769140316875744,0.06624640437340748,0.13076876429849396,0.21684162277051344,nan,0.9640322619119595,2.2341952865629473,3.4129888838763986,0.04358800613184648,0.0711962613572304,0.07499667789050289,nan,0.06428322490116924,0.18221123173865314,0.20000001399246733,nan,0.010716313217234182,0.0,0.08000000314865603,nan,0.1320288087587534,0.2889788121975962,0.4102946920867825,nan,1.2965939130568618,2.325031852556079,13.899100288201646,0.009556194073868042,-0.024375860823185637,-0.014819666749317591,-0.0008790047129367027,0.015304694821015104,-0.06660457680541643,-0.051299881984401316,-0.0030460014456545007,0.029207355911116357,-0.003212280148214632,0.025995075762901724,0.0015481882501914665,0.016849233156002834,-0.04215403899353717,-0.025304805837534333,-0.0014978131721289584,0.01300299471859398,-0.053127467251816635,-0.040124472533222655,-0.002376817882162749,0.015434576640134794,-0.025538368109862875,-0.010103791469728078,-0.0005952984855142468,0.0,-0.09402616699984152,-0.09402616699984152,-0.005604405633494766,9.473265527052244e-08,-0.001645609357743546,-0.0016455146250882757,-0.0001046371789228336,0.014690683032637323,-0.16121756847191437,-0.146526885439277,-0.008717528215388196
STD_L06_FULL_W05,0.6,movement_decel,all,53.248000000000005,93.904,503,0.031180854884118026,0.0695722251258025,0.08289222316166717,nan,0.09967670732047872,0.15638209061042677,0.18573048240506543,nan,0.030710588701233565,0.05483736662295197,0.05923597205043587,nan,0.09016659612191898,0.14882600093819276,0.17100628412734648,nan,2.0684930424109074,6.050147673668177,7.699343630486475,0.11053730246374431,0.19214697634693229,0.2235433137718628,nan,1.6935999178154773,5.052688524380367,6.462737736320709,0.03067677336717492,0.05092643946815886,0.05354013227946742,nan,0.11578255686826457,0.19999999694077256,0.20000001210421517,nan,0.052263042196190865,0.08000000214912666,0.08000000842571096,nan,0.4204618667804344,0.6826955132527404,0.7977457293957871,nan,3.252848605461307,8.390939966464344,22.125986670074226,0.008484086304335538,-0.0023885596465206965,0.006095526657814841,0.00149210734532702,0.03088168415265679,-0.012363020528708336,0.018518663623948457,0.004533740029828858,0.007039615640263957,-0.0034759354940942996,0.003563680146169658,0.0008958455012951264,0.03044280914782665,-0.008360465690965341,0.02208234345686131,0.005429585449964352,0.03690536515977873,-0.008727494931576268,0.028177870228202458,0.006921692820147767,0.006502516779160935,-0.00632795237470418,0.00017456440445675486,5.925163221806468e-05,0.0,-0.0683539697508532,-0.0683539697508532,-0.017056145725776153,3.322590120660124e-06,-0.02445064935335542,-0.024447326763234755,-0.0060753794143227485,0.1257418528051638,-0.06513781378523027,0.06060403901993353,0.014868236296154592
STD_L06_FULL_W05,0.6,normal_hover,all,48.008,87.664,2594,0.02676305473156259,0.04609014575814965,0.05308142388617354,0.0,0.06560399607461824,0.13626192228563527,0.18266394249714085,0.0,0.029142128626273398,0.05533105600567498,0.07985451865245788,0.0,0.04420690924197183,0.09366242446810204,0.12156223696078503,0.0,0.13827899960005244,0.3370814919189412,0.5256938577413744,0.04201542475148201,0.08300833930520188,0.14570315348130242,0.0,0.13535833430337332,0.3510655659191671,0.503618837217215,0.024993995107909537,0.050680686445197506,0.06625173452454058,0.0,0.0512818883160073,0.14047494161955346,0.20000001219953753,0.0,0.004028096703060835,0.0,0.07999999774879643,0.0,0.08530177866434616,0.20753974640436174,0.33260883496276145,0.0,0.3159213931326447,0.7869260275034582,2.2906565953993203,0.010038827870238496,-0.015589340188034182,-0.005550512317795686,-0.0002718746563358001,0.008211449574693691,-0.05347386989761022,-0.04526242032291653,-0.002195866185216786,0.027867422586221217,-0.0016196864344965446,0.026247736151724668,0.0012693017139803638,0.010269105547009924,-0.029283790067685667,-0.01901468452067574,-0.0009265644892377989,0.008004552555308521,-0.03256974914755517,-0.024565196592246652,-0.0011984391330953947,0.01037310726682518,-0.007445579050853669,0.0029275282159715076,0.0001434635128898589,0.0,-0.07591952732419854,-0.07591952732419854,-0.003681385603485514,0.0,-0.0002711570199535316,-0.0002711570199535316,-1.3066548764144877e-05,0.005744911414615831,-0.10357326431251777,-0.09782835289790194,-0.004749427780820929
STD_L06_FULL_W05,0.6,final_10s,all,94.188,104.188,1249,0.02465442668710612,0.0428516527858274,0.08169174355090975,3.117991887720822e-06,0.07755284953822629,0.18969757463830467,0.2673550242477419,9.64321411202112e-05,0.029691988568560795,0.05955618451228403,0.08111782112009729,3.1919103071967896e-05,0.05472117839760083,0.13976623317927916,0.18917781334528308,2.660405071419843e-05,0.12007300856220131,0.24499750733751652,0.633611444348255,0.04603168113020025,0.10331268934333933,0.13924246987028552,2.695383487820138e-05,0.12153715212514023,0.21571578687283968,0.7576351054395728,0.02500948513183453,0.05958634500507141,0.07257390858976552,9.66167726556116e-06,0.028440393710341755,0.0692976572762908,0.18473937628494522,1.3068542790645075e-05,0.002906779906654499,0.0,0.051880180682802986,5.5240368924076805e-12,0.07369309257013366,0.16904926897732545,0.27160865989992894,8.674457746302813e-05,0.2972006501165157,0.5119883320920303,2.456056431230798,0.003862398270751557,-0.003776125050884328,8.627321986722883e-05,-2.3271413496593076e-07,0.0075468444719991295,-0.0222268991704652,-0.014680054698466073,-0.0014366774596981152,0.008410158998799032,-0.0017238583022508571,0.006686300696548175,0.0006614169320071503,0.006376879511521164,-0.014370633424754486,-0.007993753913233323,-0.000775260517128218,0.004590286208394448,-0.01249776704769738,-0.007907480839302934,-0.0007754932469717421,0.003183329638068584,-0.004003279666718769,-0.0008199500286501854,-7.811145951929185e-05,0.0,-0.012259283454950259,-0.012259283454950259,-0.0012320898505583367,0.0,-9.397510936833348e-05,-9.397510936833348e-05,-9.40503496480483e-06,0.0034044938110711315,-0.024485183053504576,-0.021080689242433448,-0.002095099574685591
