mode,attempt,window,direction,component,positive_integral,negative_integral,net_integral,mean_power,acceleration_band_055_075_energy,note
STD_L06_FULL_W05,1,final_10s,all,observer_error,0.007765342222197878,-0.0016468828631477606,0.0061184593590501175,0.0006133253814917209,1.6403704577901992e-05,
STD_L06_FULL_W05,1,final_10s,all,velocity_total,0.0038013823686915142,-0.008075908913972857,-0.004274526545281343,-0.0004274873621785028,2.060095181352368e-05,
STD_L06_FULL_W05,1,final_10s,all,nominal,0.0030108820375851337,-0.006298630104577076,-0.003287748066991941,-0.0003346525406804807,2.0995835900565418e-05,
STD_L06_FULL_W05,1,final_10s,all,z3,0.0036201655516133555,-0.0030793587203324815,0.0005408068312808738,5.247721660096146e-05,2.760278207745129e-06,
STD_L06_FULL_W05,1,final_10s,all,as,0.0,-0.010866028371746064,-0.010866028371746064,-0.0011031989039691466,6.677782469548989e-06,
STD_L06_FULL_W05,1,final_10s,all,pas,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W05,1,final_10s,all,final,0.004042258612170372,-0.017655228162717376,-0.013612969550547008,-0.0013853742220055738,4.953144778688597e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,position,0.034297624708355866,-0.04710828207476528,-0.01281065736640941,-0.00022801411795637965,1.3293563406669262e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,tracking,0.06420500933427853,-0.14830158564883955,-0.08409657631456104,-0.001496774808777574,0.0007826514446421493,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,velocity_total,0.06420500933427853,-0.14830158564883955,-0.08409657631456104,-0.001496774808777574,0.0007826514446421493,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,nominal,0.06570227629273756,-0.162609509439599,-0.09690723314686145,-0.0017247889172198876,0.0007552567117379044,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,z3,0.04622042161259638,-0.04304358123946791,0.003176840373128477,5.6544209501262054e-05,3.615537582419098e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,as,0.0,-0.33668855661944785,-0.33668855661944785,-0.0059926037257309155,0.0014533689833131417,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,pas,2.9299324844034415e-05,-0.05109646488239742,-0.05106716555755339,-0.0009089271955993411,6.258500416996377e-05,
STD_L06_FULL_W10_OBS_DECOUPLE,1,route,all,final,0.25918815852700045,-0.5088060028298476,-0.24961784430284714,-0.004442830757799767,0.000793605752436771,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,position,0.006709003315630957,-0.006825277722698985,-0.00011627440706802922,-2.4150865529820864e-05,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,tracking,0.012295815605424266,-0.026093850886638424,-0.013798035281214158,-0.002242493674251883,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,velocity_total,0.012295815605424266,-0.026093850886638424,-0.013798035281214158,-0.002242493674251883,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,nominal,0.013676115449625246,-0.027590425066242548,-0.013914309616617302,-0.002266644529397761,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,z3,0.009014621838963654,-0.007502512143168125,0.0015121096957955295,0.00024499109605703793,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,as,0.0,-0.06509920618668875,-0.06509920618668875,-0.010544703543875315,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,pas,7.627858067281918e-07,-0.012919876251020476,-0.012919113465213749,-0.002089119253753839,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_move,north,final,0.06417069406862726,-0.09312137843391256,-0.028950684365285317,-0.00471533469911654,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,position,0.0006358473674154071,-0.0004399900558928601,0.00019585731152254698,0.000197292996217584,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,tracking,0.005364329022820982,-0.003929747761474572,0.0014345812613464118,0.0014784859087812947,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,velocity_total,0.005364329022820982,-0.003929747761474572,0.0014345812613464118,0.0014784859087812947,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,nominal,0.005508738087995818,-0.0038782993864970223,0.0016304387014987945,0.0016757790360734362,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,z3,0.002063666043482953,-1.8180456900151853e-06,0.0020618479977929376,0.00206877519745467,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,as,0.0,-0.020042620009973127,-0.020042620009973127,-0.020069577809162523,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,pas,0.0,-0.006090642903000107,-0.006090642903000107,-0.006119855070486665,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_accel,north,final,0.029512726127242764,-0.025231986514554577,0.004280739612688186,0.004344938190464745,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,position,0.0037633023822199745,-0.005533276233818462,-0.0017699738515984872,-0.0004224036674583291,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,tracking,0.0012854330330607025,-0.017789093896572038,-0.016503660863511335,-0.003937736804963919,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,velocity_total,0.0012854330330607025,-0.017789093896572038,-0.016503660863511335,-0.003937736804963919,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,nominal,0.0007463995374946454,-0.019020034315797636,-0.01827363477830299,-0.004360140486475424,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,z3,0.006090959358945844,-0.007177818998425201,-0.0010868596394793574,-0.0002563603895768372,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,as,0.0,-0.024135083576349737,-0.024135083576349737,-0.005774246986873987,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,pas,2.0758413302244195e-07,-0.0002181057787965892,-0.00021789819466356674,-5.833769059190985e-05,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_cruise,north,final,0.0016874519105912894,-0.04584827869827137,-0.04416082678768009,-0.010556046339987642,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,position,0.0023078442096884765,-0.0008520114329876647,0.0014558327767008115,0.0014137874544440632,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,tracking,0.005563033324375279,-0.004375009228591817,0.0011880240957834614,0.0010989140899919365,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,velocity_total,0.005563033324375279,-0.004375009228591817,0.0011880240957834614,0.0010989140899919365,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,nominal,0.007335948236985136,-0.004692091363947891,0.0026438568730372453,0.0025127015387480488,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,z3,0.0008459417819030884,-0.0003228750990529085,0.0005230666828501798,0.000529906550892765,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,as,0.0,-0.020872891002276534,-0.020872891002276534,-0.02081828705160574,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,pas,5.552016737057499e-07,-0.006555728698964237,-0.006555173497290532,-0.006503148310804093,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,north_decel,north,final,0.03284670310199734,-0.022041113221086612,0.010805589880910734,0.010449267343718684,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,position,0.005390468537674673,-0.006986691399018993,-0.0015962228613443199,-0.0002611539697701408,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,tracking,0.011608733980654512,-0.018461343229301676,-0.006852609248647163,-0.0011203678860572388,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,velocity_total,0.011608733980654512,-0.018461343229301676,-0.006852609248647163,-0.0011203678860572388,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,nominal,0.012599119296746748,-0.02104795139430271,-0.008448832097555963,-0.0013815218526346006,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,z3,0.008653097533297117,-0.010310118761790353,-0.0016570212284932394,-0.00026489262882963514,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,as,0.0,-0.05118528818915444,-0.05118528818915444,-0.008285116689146721,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,pas,7.897193747340234e-06,-0.011054890880273895,-0.011046993686526556,-0.0017840752077723752,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_move,east,final,0.05896296431257296,-0.07900244312302847,-0.020039478810455508,-0.003269440938999001,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,position,0.0022329689969747078,-0.0003705253697298728,0.0018624436272448343,0.0018709668406891068,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,tracking,0.0045093725793413034,-0.0023415457519003766,0.0021678268274409273,0.002189771608042065,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,velocity_total,0.0045093725793413034,-0.0023415457519003766,0.0021678268274409273,0.002189771608042065,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,nominal,0.006639073096972448,-0.0026088025663629777,0.00403027053060947,0.004060738522559404,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,z3,0.003811517120484494,-0.0008031237348914131,0.003008393385593081,0.003023616727354238,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,as,0.0,-0.012392451140161949,-0.012392451140161949,-0.012401818729673324,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,pas,0.0,-0.004707954586483537,-0.004707954586483537,-0.004724534443579614,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_accel,east,final,0.030647505311295425,-0.01731876090947474,0.013328744401820688,0.01339082214156224,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,position,0.0020932205347162264,-0.006232303828848628,-0.0041390832941324025,-0.000985211637304255,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,tracking,0.0030258842043985983,-0.011359049281153607,-0.00833316507675501,-0.0019856071920895733,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,velocity_total,0.0030258842043985983,-0.011359049281153607,-0.00833316507675501,-0.0019856071920895733,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,nominal,0.001200918925793304,-0.013673167285003713,-0.01247224835921041,-0.0029708188258307003,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,z3,0.002889324742947788,-0.007098734986448098,-0.00420941024350031,-0.0009994693298128667,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,as,0.0,-0.018143526448645246,-0.018143526448645246,-0.0043299503843491375,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,pas,8.230990206356184e-07,-9.37087560014275e-05,-9.288565698079187e-05,-2.5699009044888566e-05,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_cruise,east,final,0.0014059758814320786,-0.03636179270643519,-0.03495581682500311,-0.008335474350701354,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,position,0.001045652551581041,-0.000383862200440492,0.0006617903511405489,0.0006419749620736184,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,tracking,0.004040384933759914,-0.0047515140244212975,-0.0007111290906613829,-0.0008034242092689965,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,velocity_total,0.004040384933759914,-0.0047515140244212975,-0.0007111290906613829,-0.0008034242092689965,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,nominal,0.004708567045454387,-0.00475790586142098,-4.9338815966592126e-05,-0.0001614493161905557,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,z3,0.0019111854493385119,-0.002408260040450844,-0.0004970745911123315,-0.00047405645449180155,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,as,0.0,-0.020632179927706606,-0.020632179927706606,-0.020748471798331593,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,pas,7.0740947267046165e-06,-0.006221803091757469,-0.0062147289970307645,-0.006214728997030761,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,east_decel,east,final,0.026801621019840266,-0.025249698559287836,0.0015519224605524307,0.0013071080422960221,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,position,0.007818936856177447,-0.0072223504088652565,0.0005965864473121902,9.16584257489117e-05,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,tracking,0.013810812400937632,-0.023560899746371385,-0.009750087345433752,-0.0015882213223198257,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,velocity_total,0.013810812400937632,-0.023560899746371385,-0.009750087345433752,-0.0015882213223198257,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,nominal,0.016719781535810253,-0.025873282392594826,-0.009153500856784569,-0.0014965628892324725,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,z3,0.011490560076643319,-0.008449149616673817,0.0030414104599694996,0.0004909554234287854,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,as,0.0,-0.06976022290493727,-0.06976022290493727,-0.011260637234215665,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,pas,1.6024043550716504e-05,-0.013828783145028849,-0.013812759101478132,-0.002224993411964908,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_move,south,final,0.06750030007184613,-0.09682096490725241,-0.029320664835406254,-0.004767589986420731,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,position,0.0028948954961197015,-0.0004656820552554523,0.002429213440864249,0.0024273876704950137,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,tracking,0.004836921148991592,-0.0023419389209011028,0.00249498222809049,0.002510621882677134,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,velocity_total,0.004836921148991592,-0.0023419389209011028,0.00249498222809049,0.002510621882677134,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,nominal,0.007711831587832317,-0.0027876360040099205,0.004924195583822397,0.004938009472440056,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,z3,0.004016329510195649,-0.0004861215587880004,0.0035302079514076493,0.0035222734258572998,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,as,0.0,-0.017990700534290215,-0.017990700534290215,-0.017891155012071138,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,pas,0.0,-0.0060780275668948945,-0.0060780275668948945,-0.006066628807549557,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_accel,south,final,0.03128559131175274,-0.021040259035187636,0.01024533227656511,0.010242768143865443,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,position,0.0033134415665494856,-0.006298265072136983,-0.0029848235055874974,-0.0007033571561535345,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,tracking,0.003019136664450352,-0.015209391262964365,-0.012190254598514014,-0.002892126525031802,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,velocity_total,0.003019136664450352,-0.015209391262964365,-0.012190254598514014,-0.002892126525031802,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,nominal,0.0022837036102009503,-0.01745878161629486,-0.01517507800609391,-0.0035954836568986076,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,z3,0.005438904430113342,-0.006813650871961721,-0.0013747464418483789,-0.0003178305392230166,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,as,0.0,-0.026460153010550103,-0.026460153010550103,-0.00629973801631443,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,pas,8.808166719974134e-06,-0.0004055324122018614,-0.0003967242454818873,-0.00010310325964756563,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_cruise,south,final,0.003326316407128595,-0.04646353409074085,-0.043137217683612256,-0.010251132659137518,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,position,0.0016105997935082599,-0.0004584032814728214,0.0011521965120354382,0.0011215640849517484,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,tracking,0.005954754587495689,-0.006009569562505913,-5.481497501022586e-05,-0.00017981977679670626,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,velocity_total,0.005954754587495689,-0.006009569562505913,-5.481497501022586e-05,-0.00017981977679670626,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,nominal,0.006724246337776986,-0.005626864772290046,0.0010973815654869395,0.0009417443400866071,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,z3,0.002035326136334327,-0.0011493771859240973,0.0008859489504102297,0.0009018831585005197,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,as,0.0,-0.02530936936009696,-0.02530936936009696,-0.025259352348733784,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,pas,7.21587683074237e-06,-0.007345223165932092,-0.00733800728910135,-0.007279769136013263,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,south_decel,south,final,0.03288839235296481,-0.02931717178132391,0.003571220571640893,0.0031863158399660493,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,position,0.005221871676521013,-0.007106559178391739,-0.0018846875018707246,-0.00030712164862295503,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,tracking,0.01502206577063393,-0.022636872663276363,-0.0076148068926424365,-0.001242989809275383,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,velocity_total,0.01502206577063393,-0.022636872663276363,-0.0076148068926424365,-0.001242989809275383,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,nominal,0.015958032386175602,-0.02545752669753662,-0.009499494311361018,-0.0015501114433225792,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,z3,0.008597978830013765,-0.009082728724590195,-0.0004847498945764302,-7.678484831990787e-05,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,as,0.0,-0.06121154839966188,-0.06121154839966188,-0.009879516330188928,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,pas,4.276689811376429e-06,-0.012847618567189786,-0.01284334187737841,-0.0020688372869488414,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_move,west,final,0.0638864179149318,-0.09019018160675839,-0.026303763691826593,-0.004275093528913585,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,position,0.002193557549268001,-0.00064909756730776,0.0015444599819602414,0.001539321546304217,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,tracking,0.003591785147844341,-0.004263005472021138,-0.0006712203241767969,-0.0006379772262118335,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,velocity_total,0.003591785147844341,-0.004263005472021138,-0.0006712203241767969,-0.0006379772262118335,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,nominal,0.005605999975115984,-0.004732760273385756,0.0008732397017302277,0.0009013443635748921,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,z3,0.003662381585105325,-0.0006832160032645325,0.0029791655818407928,0.0029649505231357162,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,as,0.0,-0.019961139226114005,-0.019961139226114005,-0.019825706229716564,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,pas,0.0,-0.006096171911805871,-0.006096171911805871,-0.006074525661663049,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_accel,west,final,0.03195118116587408,-0.02784723797161125,0.004103943194262836,0.004132488369202566,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,position,0.002312668623811114,-0.005945169070684595,-0.0036325004468734795,-0.0008599927986211651,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,tracking,0.0028729723580143154,-0.014667913782407617,-0.011794941424393303,-0.002798157321163741,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,velocity_total,0.0028729723580143154,-0.014667913782407617,-0.011794941424393303,-0.002798157321163741,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,nominal,0.0015544494492078275,-0.01698189144045265,-0.015427441991244824,-0.003658150148296798,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,z3,0.003493488389034626,-0.006764766627440622,-0.003271278238405994,-0.0007713193507919911,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,as,0.0,-0.0222347935402081,-0.0222347935402081,-0.005290034630515684,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,pas,1.6299061826435705e-07,-0.00022444869590981746,-0.00022428570529155312,-5.970429193014133e-05,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_cruise,west,final,0.0022635906859581898,-0.044013956322178235,-0.04175036563622004,-0.009919476461399792,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,position,0.0007156455034418982,-0.0005122925403993843,0.00020335296304251383,0.00018641258315804565,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,tracking,0.008557308264775272,-0.0037059534088476082,0.004851354855927664,0.004704203521199931,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,velocity_total,0.008557308264775272,-0.0037059534088476082,0.004851354855927664,0.004704203521199931,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,nominal,0.008797582961851791,-0.003742874983698211,0.005054707978153578,0.004890616269669466,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,z3,0.0014421088558738138,-0.0016347460938850415,-0.00019263723801122754,-0.00016716846925740513,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,as,0.0,-0.019015615633339776,-0.019015615633339776,-0.018986710459377342,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,pas,4.113699193112072e-06,-0.006526997959474097,-0.006522884260280984,-0.006471115337580346,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,west_decel,west,final,0.02967164606309951,-0.01832898731296889,0.011342658750130621,0.010966513312716473,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,position,0.025140280386004087,-0.02814087870897497,-0.0030005983229708837,-0.00012520208215775996,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,tracking,0.05273742775765035,-0.09075296652558786,-0.03801553876793751,-0.0015481226821951889,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,observer_error,0.0,0.0,0.0,0.0,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,velocity_total,0.05273742775765035,-0.09075296652558786,-0.03801553876793751,-0.0015481226821951889,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,nominal,0.05895304866835785,-0.0999691855506767,-0.04101613688231885,-0.0016733247554780156,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,z3,0.037756258278917855,-0.0353445092462225,0.0024117490326953594,9.866008029120415e-05,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,as,0.0,-0.24725626568044234,-0.24725626568044234,-0.00999306076889098,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,pas,2.896071291616136e-05,-0.050651168843513006,-0.050622208130596855,-0.0020418767396981627,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement,all,final,0.25452037636797814,-0.35913496807095185,-0.10461459170297367,-0.004257058217845028,0.0,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,position,0.007957269409777817,-0.0019252950481859453,0.006031974361591872,0.0015106331492630268,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,tracking,0.01830240789899822,-0.012876237906297189,0.005426169992701032,0.001383437084297904,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,observer_error,0.0,0.0,0.0,0.0,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,velocity_total,0.01830240789899822,-0.012876237906297189,0.005426169992701032,0.001383437084297904,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,nominal,0.02546564274791657,-0.014007498230255676,0.01145814451766089,0.002894070275233045,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,z3,0.01355389425926842,-0.001974279342633961,0.011579614916634461,0.002896293243374967,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,as,0.0,-0.0703869109105393,-0.0703869109105393,-0.01755228901159309,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,pas,0.0,-0.02297279696818441,-0.02297279696818441,-0.005747677594380624,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_accel,all,final,0.12339700391616501,-0.0914382444308282,0.03195875948533682,0.00802440709591622,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,position,0.0114826331072968,-0.024009014205488666,-0.012526381098191867,-0.0007429681239826717,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,tracking,0.010203426259923968,-0.059025448223097625,-0.04882202196317366,-0.002902803154240077,,
STD_L06_FULL_W10_OBS_DECOUPLE,1,movement_cruise,all,observer_error,0.0,0.0,0.0,0.0,,
