mode,rope_length_m,window,direction,start_boot_s,end_boot_s,sample_count,a_position_rms_m_s2,a_position_p95_m_s2,a_position_peak_m_s2,a_position_band_055_075_energy,a_tracking_rms_m_s2,a_tracking_p95_m_s2,a_tracking_peak_m_s2,a_tracking_band_055_075_energy,a_observer_error_rms_m_s2,a_observer_error_p95_m_s2,a_observer_error_peak_m_s2,a_observer_error_band_055_075_energy,a_velocity_total_rms_m_s2,a_velocity_total_p95_m_s2,a_velocity_total_peak_m_s2,a_velocity_total_band_055_075_energy,a_velocity_total_jerk_rms_m_s3,a_velocity_total_jerk_p95_m_s3,a_velocity_total_jerk_peak_m_s3,a_nominal_rms_m_s2,a_nominal_p95_m_s2,a_nominal_peak_m_s2,a_nominal_band_055_075_energy,a_nominal_jerk_rms_m_s3,a_nominal_jerk_p95_m_s3,a_nominal_jerk_peak_m_s3,a_z3_rms_m_s2,a_z3_p95_m_s2,a_z3_peak_m_s2,a_z3_band_055_075_energy,a_as_rms_m_s2,a_as_p95_m_s2,a_as_peak_m_s2,a_as_band_055_075_energy,a_pas_rms_m_s2,a_pas_p95_m_s2,a_pas_peak_m_s2,a_pas_band_055_075_energy,a_final_rms_m_s2,a_final_p95_m_s2,a_final_peak_m_s2,a_final_band_055_075_energy,a_final_jerk_rms_m_s3,a_final_jerk_p95_m_s3,a_final_jerk_peak_m_s3,p_position_positive_integral,p_position_negative_integral,p_position_net_integral,p_position_mean,p_tracking_positive_integral,p_tracking_negative_integral,p_tracking_net_integral,p_tracking_mean,p_observer_error_positive_integral,p_observer_error_negative_integral,p_observer_error_net_integral,p_observer_error_mean,p_velocity_total_positive_integral,p_velocity_total_negative_integral,p_velocity_total_net_integral,p_velocity_total_mean,p_nominal_positive_integral,p_nominal_negative_integral,p_nominal_net_integral,p_nominal_mean,p_z3_positive_integral,p_z3_negative_integral,p_z3_net_integral,p_z3_mean,p_as_positive_integral,p_as_negative_integral,p_as_net_integral,p_as_mean,p_pas_positive_integral,p_pas_negative_integral,p_pas_net_integral,p_pas_mean,p_final_positive_integral,p_final_negative_integral,p_final_net_integral,p_final_mean,attempt,run_dir
STD_L06_FULL_W05,0.6,south_accel,south,77.54,78.54,125,0.02224028093346405,0.04171435696319564,0.05182649038458577,,0.1313773729004827,0.18681493394282775,0.21147165541179738,,0.039896454655552235,0.06871050253253964,0.06930596182601871,,0.10467102241797076,0.16344098078358338,0.1803565048020248,,2.0966153381609667,6.148761107781001,7.7089158418419546,0.11676245318002311,0.20264044317883773,0.22454052322654397,,2.5289737463513697,6.887992021126,9.225451701420326,0.0321525386109062,0.050637510008885445,0.05196910860469354,,0.10440986152596528,0.19309228915384719,0.19695119548490375,,0.048525043086866344,0.08000000241051816,0.08000000454934664,,0.4903071136004112,0.7271901283358616,0.8000000897095795,,3.8585334072496162,10.929475846437379,15.337707260445,0.0018514258465729923,-6.635736704356431e-05,0.0017850684795294282,0.0017905097650827884,0.0102421157405479,-0.003545042568322945,0.006697073172224957,0.00671355958879576,0.0013306874422505592,-0.001008258088374072,0.0003224293538764872,0.0003231637493549897,0.009283646790892839,-0.0022641443765605614,0.0070195024143322755,0.007036723221594002,0.01090291383117442,-0.0020983430976047905,0.008804570733569626,0.008827232827898115,0.003227067841457018,-0.00014203428552718482,0.003085033555929833,0.003091490299506404,0.0,-0.01367191595511393,-0.01367191595511393,-0.013677941708214349,0.0,-0.005287931018508946,-0.005287931018508946,-0.005301059599965811,0.03641859514592198,-0.014679043291136588,0.0217395518547854,0.021775850577745587,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,south_cruise,south,78.54,82.74,525,0.036252352417249736,0.07069979353264508,0.08637126033495036,,0.08517820851755449,0.2004397272140123,0.21417348243971165,,0.034902120825021435,0.08131974707722225,0.08909204839833271,,0.0586186985620003,0.126001820016277,0.1446870575027915,,0.22877343268304157,0.48562692024182924,1.9442081726443878,0.060019143727382165,0.14321975979149706,0.1961698972910756,,0.9613665949529575,2.218735336291591,2.844453712948845,0.049250795771508246,0.07237796595958161,0.0745006713763813,,0.06700330420586735,0.17301204903592174,0.20000000918096866,,0.008575505569192544,0.0,0.07999999521707772,,0.13627502866651067,0.32766982919508936,0.36998884602041704,,1.3043555913543683,2.26747613117828,11.442623242840087,0.0040679629834140495,-0.007529826220319585,-0.003461863236905536,-0.0008213522229639888,0.00430026575139526,-0.0183731372662878,-0.014072871514892539,-0.0033520379758569365,0.008138237737610089,-0.0007331448704972019,0.007405092867112887,0.0017648821589552014,0.004071717846942178,-0.010739496770813272,-0.006667778923871094,-0.0015871558834546055,0.002769204936295914,-0.012898846791365912,-0.010129641855069997,-0.0024085080335204284,0.005977351841669574,-0.0082225545393958,-0.0022452026977262257,-0.0005294584206629744,0.0,-0.025618306532782284,-0.025618306532782284,-0.006102065990213478,0.0,-0.00014237493317157597,-0.00014237493317157597,-3.67436111052181e-05,0.0028825684944313247,-0.041968751445638115,-0.03908618295120678,-0.00931617863459126,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,south_decel,south,82.74,83.74,126,0.01987561297627732,0.0332335292424491,0.03542285334783085,,0.13127464655287696,0.1795026676754203,0.20888862863556767,,0.03660591295537855,0.06031871047823073,0.06134681548972079,,0.10579568190438472,0.14962184707185808,0.16221812749850134,,2.0439565603451544,5.5658823552613175,6.994909423476881,0.11392593124192256,0.17060845075479383,0.17591048753235813,,1.6786099642276135,5.1274440626128985,5.909608268435917,0.02895215262261474,0.050377414341579003,0.0525628434001733,,0.12051328081472724,0.20000000455256992,0.20000001540036608,,0.05079409674408221,0.08000000167753099,0.0800000058135998,,0.42057440844571603,0.6664992087834801,0.7345172819811276,,3.034069506501498,7.85498236418119,13.859203373982282,0.0012781818497060076,-0.00041652143258397254,0.0008616604171220354,0.0008387408331528273,0.011685997203457999,-0.004037330990657131,0.007648666212800868,0.007470129867590639,0.0015107035816945425,-0.0012281613470549913,0.00028254223463955116,0.0003080201691693854,0.010458155552798318,-0.0025269468629266286,0.007931208689871686,0.007778150263408269,0.011288328046910368,-0.002495459175668587,0.008792868871241782,0.008616890865451997,0.0013437980347080212,-0.0015123417470167605,-0.00016854371230873926,-0.00014442978951433722,0.0,-0.019205030621844307,-0.019205030621844307,-0.019151481524334355,1.0002177732529196e-06,-0.00672251093870724,-0.006721510720933986,-0.006668165397752004,0.032919040232722234,-0.015192701414693022,0.01772633881802922,0.017327017771065815,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,west_move,west,89.008,95.208,775,0.03351395041531118,0.060322933188538035,0.08623612388043714,0.0,0.08778949238106787,0.1719249165720616,0.1964444502104458,0.0,0.035487376375478295,0.0659029280684,0.07901988504939336,0.0,0.06570175418216474,0.139981879010908,0.18553790846126364,0.0,1.3776468942164475,1.2112499243022485,15.54231968458819,0.0722685807376806,0.17209707789631584,0.20425516277208297,0.0,1.6267986479758454,2.3304564640369048,16.563401205492195,0.03920958020419134,0.06523468244714245,0.07071245265180787,0.0,0.07477794660711899,0.17776772893166076,0.20000001362771025,0.0,0.02910850907524969,0.07999999899757602,0.08000000680899182,0.0,0.25556927398921847,0.5714381399936207,0.7288132581016683,0.0,2.936951871777216,3.0390504946835817,42.07334819573862,0.006570155330009625,-0.007060024299549746,-0.0004898689695401214,-8.279873020646553e-05,0.01833518096611808,-0.020156967041202702,-0.0018217860750846214,-0.0003098501833905644,0.009021093591651132,-0.0032885840413744037,0.005732509550276729,0.0009272032672887206,0.016267207817516473,-0.01235648426814802,0.003910723549368451,0.0006173530978148553,0.01735712777195842,-0.013936273182567661,0.0034208545893907594,0.0005345543688409019,0.008332127482193741,-0.009335654683391115,-0.0010035272011973716,-0.00016079610041977563,0.0,-0.04590886129084696,-0.04590886129084696,-0.0074150626258206705,1.6927496180875291e-06,-0.01038097280130023,-0.010379280051682142,-0.0016740774276906684,0.05391825484301985,-0.05410532600252917,-0.00018707115950933328,-5.8743137788042074e-05,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,west_accel,west,89.008,90.008,125,0.01702512779681086,0.03322696370381095,0.043143139716454344,,0.08818757321160836,0.146357098934417,0.18862027581173643,,0.03343158461017318,0.05126393433364195,0.05246075052647992,,0.0649315213967798,0.11947560184909958,0.13965579030800587,,2.7111923873380626,6.397203631347054,15.54231968458819,0.07728804079632906,0.15240123992608212,0.16654715312395482,,3.1144430062543162,7.302886829131181,16.563401205492195,0.016917279316227808,0.029805257156143933,0.03153889679206437,,0.08058646235125731,0.1743227522480871,0.17800557186382424,,0.04175030614487522,0.08000000073883838,0.08000000441030757,,0.44960881997603913,0.7013079496022963,0.7288132581016683,,6.14373473198344,13.254765934174804,42.07334819573862,0.0013457091067102787,-7.718918484170128e-05,0.0012685199218685774,0.0012862390187219717,0.0067069486931432085,-0.0009908986606169579,0.005716050032526251,0.005753667992074042,0.0005451942145591534,-0.0013999583025267844,-0.0008547640879676308,-0.0008514242346116134,0.005357373506994912,-0.0004960877637204307,0.004861285743274482,0.00490224356946419,0.006561808682512492,-0.0004320030099843363,0.006129805672528157,0.006188482593650406,0.001584729093257892,-9.032608063171184e-05,0.0014944030126261803,0.0015130478827686603,0.0,-0.00847982379299345,-0.00847982379299345,-0.008533438572485466,0.0,-0.004023595536127626,-0.004023595536127626,-0.004064852507784962,0.022876231699221407,-0.006278645364800476,0.01659758633442093,0.01665962047173525,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,west_cruise,west,90.008,94.208,525,0.03703708803727937,0.06511253074504485,0.08623612388043714,,0.07914823792406438,0.16814537194259893,0.17944176829160915,,0.03645067861102422,0.0725396937032425,0.07901988504939336,,0.05188165850089442,0.10186222445376264,0.1153893527473229,,0.2137813744900508,0.42910126374942265,2.0604501323882385,0.05026888458064604,0.1270083649820745,0.1697742401780892,,0.9566434263244737,2.2405960100908673,3.23049680313869,0.04184216821426485,0.06808498977613206,0.07071245265180787,,0.06588073855885328,0.17941803181544527,0.20000001362771025,,0.011455500890714272,0.0,0.08000000680899182,,0.12175900189457814,0.31057051420595566,0.3759455350933944,,1.3075161709110112,2.316765896124392,11.756205972673195,0.004179864748533868,-0.006576694719791767,-0.0023968299712578984,-0.0005668611792706153,0.0019673048212207047,-0.017718354286716934,-0.01575104946549623,-0.0037380552744079544,0.007921766842431677,-0.00041707689284157666,0.007504689949590099,0.0017869060521159207,0.0023893801114099385,-0.01063573947248733,-0.00824635936107739,-0.0019511491840317572,0.0014667346395816963,-0.012109924001451916,-0.010643189361870219,-0.0025180103700434605,0.0058018462325125884,-0.007132334067340712,-0.0013304878348281235,-0.0003110234573701053,0.0,-0.02481407342072068,-0.02481407342072068,-0.005919811648230109,0.0,-0.0005275150766828553,-0.0005275150766828553,-0.0001348181939517547,0.002268742577240029,-0.039358163788630975,-0.03708942121139094,-0.00882172598783438,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,west_decel,west,94.208,95.208,125,0.030208583108926153,0.0524383377295849,0.05566736323969822,,0.11702844859892698,0.1839149514373929,0.1964444502104458,,0.033316436482423856,0.04592593970573231,0.046183606308120094,,0.1060301720847866,0.17109092905818604,0.18553790846126364,,2.055367214491588,5.875676325140121,6.933864396619351,0.12567561296424593,0.19734002138533982,0.20425516277208297,,1.692547259450657,5.002070178100491,6.116538388610184,0.04350183218636298,0.05105086700075631,0.05112546374321874,,0.09972701210442307,0.18384484948232044,0.18932238573187457,,0.054397105600107847,0.08000000221873124,0.08000000501695756,,0.3748905087189564,0.5527676359645685,0.603052668487981,,2.9246746277901425,8.29754065402574,12.209781621905835,0.001010540713352393,-0.00040614039491627805,0.0006044003184361153,0.0005812258069345262,0.00955301784271426,-0.001447714093868809,0.00810530374884545,0.008025093023417867,0.0005530683114666231,-0.001471387248253448,-0.000918318936786825,-0.0009049209270851861,0.008411641945480308,-0.0012246570319402624,0.007186984913540046,0.007120172209921293,0.009185731435460115,-0.0013943461711314095,0.007791385264328708,0.007701398047345719,0.0008949183403747316,-0.0021129945354186916,-0.0012180761950439602,-0.0012036851844168268,0.0,-0.012509318321943238,-0.012509318321943238,-0.012576740785036237,1.6927496180875291e-06,-0.005749883878917906,-0.005748191129299819,-0.005748191129299812,0.02860936724208292,-0.008379605203983356,0.020229762038099564,0.020027421222883278,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,movement,all,54.5,95.208,3102,0.03464724409345823,0.05738695988177499,0.08637126033495036,0.0,0.09481821023958197,0.1739432810568717,0.23256738418637105,0.0,0.0353076274652254,0.06293469315182941,0.08909204839833271,0.0,0.07351737455877962,0.13757347934483496,0.18553790846126364,0.0,1.2365189271093473,1.3068851191196567,15.54231968458819,0.08131617900848191,0.16075407843638007,0.22454052322654397,0.0,1.5070443484804332,2.3657593494617832,16.563401205492195,0.04316601577583077,0.06839441260723803,0.0745006713763813,0.0,0.0824262188128365,0.19362092664582167,0.20000001540036608,0.0,0.029219331233002622,0.0799999989294436,0.08000000759911562,0.0,0.2776079744400489,0.632847620722968,0.8000000897095795,0.0,2.4295230642172805,3.0903436226954564,42.07334819573862,0.026925017607617903,-0.02913137137321028,-0.002206353765592379,-8.92421113704712e-05,0.07609254040876641,-0.08717205258315316,-0.011079512174386751,-0.00045531807741395455,0.04024470407972304,-0.009028971496270272,0.031215732583452775,0.001258943171914678,0.07528308517519353,-0.05514686524178232,0.020136219933411203,0.0008036250765564363,0.08329582994711918,-0.0653659642217061,0.0179298657254131,0.0007143829475744097,0.0351790244977892,-0.033486618817582435,0.0016924056802067702,7.19359299320015e-05,0.0,-0.2199504247046111,-0.2199504247046111,-0.008864725718811136,6.561970629263955e-06,-0.046688573486519024,-0.046682011515889764,-0.0018811290633894574,0.2653091125326757,-0.2791390413979169,-0.013829928865241207,-0.0005553916402448119,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,movement_accel,all,54.5,95.208,502,0.02618672837233285,0.043756247215692115,0.05286202963722797,,0.09952823064182091,0.1792620689439978,0.23256738418637105,,0.03626644331025253,0.06874181879161138,0.07854518850348165,,0.0771705324026762,0.14304652541361698,0.1803565048020248,,2.248485442789396,6.15180000078373,15.54231968458819,0.09320309410767268,0.1665324898621697,0.22454052322654397,,2.6630568547932545,7.19584285687079,16.563401205492195,0.03379204965611171,0.05224192351216043,0.05434174734471775,,0.10319564573023723,0.19331443548402424,0.20000000789121872,,0.046062353118329145,0.08000000234658416,0.0800000061627441,,0.4800336579661084,0.7793937006625586,0.8000000897095795,,4.489067309276267,12.532601671105663,42.07334819573862,0.008101260882620436,-0.001210670733981705,0.00689059014863873,0.001724763351045299,0.02533576408220683,-0.012316660599535567,0.013019103482671268,0.0032638253314074524,0.006646319371380741,-0.0035017070986325446,0.003144612272748198,0.0007850917423104624,0.02352465965376172,-0.007360944356485439,0.016163715297276286,0.004048916966327392,0.030861403013259403,-0.007807097644726923,0.023054305368532476,0.005773680297727288,0.012602105494464907,-0.001407592592056962,0.011194512902407942,0.002798035832279673,0.0,-0.054515356058076045,-0.054515356058076045,-0.01359620418129731,0.0,-0.02021476986166084,-0.02021476986166084,-0.005057104896156644,0.12568613897796582,-0.06504671107447203,0.06063942790349382,0.015146558026012337,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,movement_cruise,all,54.5,95.208,2103,0.0371655363303335,0.061520774402101734,0.08637126033495036,,0.08806688719935436,0.1728763722851142,0.21417348243971165,,0.0359242877822089,0.06346551380890467,0.08909204839833271,,0.06382256538454306,0.12547625594817718,0.14995036407731605,,0.2519478610830048,0.4458840457970329,3.291097327871454,0.06515561435940873,0.12748919745857076,0.1961698972910756,,0.9914627314596179,2.230923691121507,6.806020995877225,0.046933945207942904,0.0698110016367389,0.0745006713763813,,0.06542646106320382,0.17350422500334273,0.20000001362771025,,0.010351433552155601,0.0,0.08000000680899182,,0.13519786042334733,0.2761622617652874,0.45413518646504164,,1.3801919169459655,2.3135001499283026,13.31877482040752,0.011325657002981934,-0.025159570918837422,-0.013833913915855487,-0.0008130718321087764,0.0154297330990429,-0.06248367954543754,-0.04705394644639464,-0.0027893207551868446,0.02763147718633057,-0.002086906699117206,0.025544570487213362,0.0015171296349046576,0.01781732175604009,-0.039326698204873535,-0.021509376448833446,-0.0012721911459381522,0.012506626488475262,-0.04784991692856791,-0.03534329044009264,-0.0020852629818756694,0.018330214807508977,-0.027458111615495467,-0.00912789680798649,-0.0005332036863385516,0.0,-0.0966591845617531,-0.0966591845617531,-0.005732012806271839,4.366059147287843e-07,-0.0013373337266947417,-0.0013368971207800132,-8.486875068580153e-05,0.011299109536106678,-0.15661230456575873,-0.14531319502965204,-0.008611442676076816,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,movement_decel,all,54.5,95.208,501,0.030933676335246726,0.05031400650340217,0.05566736323969822,,0.11517227524891166,0.17308497129384273,0.20888862863556767,,0.03145590490950131,0.055467516666181105,0.06134681548972079,,0.10226105713247322,0.1550458640095201,0.18553790846126364,,2.033675797085877,5.914157541521187,7.178330669171011,0.120371360989361,0.18329786630565717,0.20425516277208297,,1.6830535023945787,5.159998276494674,6.398038795206543,0.03412558318223141,0.05047083175838824,0.0525628434001733,,0.115928273495069,0.19999999847859407,0.20000001540036608,,0.052306820292032125,0.08000000213322607,0.08000000759911562,,0.41238094921681034,0.6563698894801853,0.7493457291635468,,2.891327337435213,7.756268460186332,13.859203373982282,0.007454258024507016,-0.0027554764864252917,0.004698781538081726,0.00114620990301276,0.03517854487821731,-0.012341637431993074,0.022836907446224235,0.00561845982919042,0.005965843298818057,-0.003438694290362029,0.0025271490084560278,0.0006483872650728708,0.03379191135795534,-0.008427854459267041,0.025364056898688293,0.006266847203046845,0.03973476634014858,-0.009671928195850233,0.03006283814429836,0.007413057032539394,0.004172220990250957,-0.004620914610030008,-0.00044869361977905177,-9.673779501742126e-05,0.0,-0.06863658922121972,-0.06863658922121972,-0.017220837643905695,6.125364714535171e-06,-0.025031414773664412,-0.025025289408949873,-0.0062438346828717324,0.12808178631035855,-0.05709061094804191,0.07099117536231667,0.017513196898062324,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,normal_hover,all,49.268,88.956,2594,0.02561740432928672,0.04661123690736371,0.06274599879286975,0.0,0.07322978979754914,0.15144524904135956,0.2077687325785166,0.0,0.030528861241120846,0.060069501566958575,0.06696164086067158,0.0,0.051222991063229195,0.11210375446841724,0.15433800355844293,0.0,0.1510886767353217,0.38320256965607796,0.5350439025021586,0.04848390090317657,0.10028856769939629,0.1406688886106075,0.0,0.15092788723585637,0.38935972407181363,0.533469560421251,0.028414207774014395,0.057048297349196,0.06804360244246237,0.0,0.050086235665930075,0.13689403296392808,0.20000001370907822,0.0,0.005637137041948745,0.0,0.08000000554716681,0.0,0.09161801292706367,0.23527132744715085,0.3162879742156966,0.0,0.35751019495526165,0.8876225917918819,2.7223400486018576,0.006104928437098098,-0.013949117860716233,-0.007844189423618135,-0.0003843580847831742,0.012979455248819228,-0.053379942413002326,-0.04040048716418309,-0.00195984759997315,0.025464574091667993,-0.002326733623207924,0.02313784046846007,0.0011199229266344569,0.01341072897711,-0.03067337582469067,-0.017262646847580672,-0.0008399246801694246,0.008829831526372432,-0.033936667678782916,-0.025106836152410484,-0.0012242827596379302,0.008661078220021618,-0.009465506622388143,-0.0008044284023665237,-3.739112068973761e-05,0.0,-0.07188512243395324,-0.07188512243395324,-0.0034930572278602068,0.0,-0.0005179296755668427,-0.0005179296755668427,-2.495806069616651e-05,0.004943554145943328,-0.10325787017606246,-0.09831431603011913,-0.004779689139570322,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W05,0.6,final_10s,all,95.468,105.468,1249,0.02411578105624768,0.049941453364793664,0.06787296734490358,9.746923138971135e-07,0.061854875038676836,0.13033266668900909,0.18832555458101863,6.872007578821132e-05,0.02875041304569288,0.05775050030609669,0.07628024398724834,1.6403704577901992e-05,0.04223507225860697,0.08773424224232224,0.11346209387118807,2.060095181352368e-05,0.09492258211204234,0.14629350203334268,0.4959856061394828,0.03661552895121491,0.061212069365699985,0.06489977803447773,2.0995835900565418e-05,0.09415519937079592,0.14927633333761958,0.468831129509975,0.025420921090647135,0.05592726644942599,0.05998797484877007,2.760278207745129e-06,0.027314066304146636,0.0694965945460499,0.17805345408368878,6.677782469548989e-06,0.0,0.0,0.0,0.0,0.06282602466159233,0.11291562244739091,0.24640265523056637,4.953144778688597e-05,0.23053982683671795,0.42792248924252935,1.2095387853631911,0.004037139403687438,-0.0030503609818909,0.000986778421796537,9.283481613694017e-05,0.004283124732606655,-0.014676110429376422,-0.010392985696769762,-0.0010408127229025329,0.007765342222197878,-0.0016468828631477606,0.0061184593590501175,0.0006133253814917209,0.0038013823686915142,-0.008075908913972857,-0.004274526545281343,-0.0004274873621785028,0.0030108820375851337,-0.006298630104577076,-0.003287748066991941,-0.0003346525406804807,0.0036201655516133555,-0.0030793587203324815,0.0005408068312808738,5.247721660096146e-05,0.0,-0.010866028371746064,-0.010866028371746064,-0.0011031989039691466,0.0,0.0,0.0,0.0,0.004042258612170372,-0.017655228162717376,-0.013612969550547008,-0.0013853742220055738,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W05/2026-07-21/position_offboard_20260721_110350
STD_L06_FULL_W10_OBS_DECOUPLE,0.6,route,all,40.856,97.036,7023,0.02887769828684395,0.05102994269539841,0.09443464466333672,1.3293563406669262e-05,0.06371283516420283,0.14295606705244648,0.2088547431878104,0.0007826514446421493,0.0,0.0,0.0,0.0,0.06371283516420283,0.14295606705244648,0.2088547431878104,0.0007826514446421493,0.8071285596267153,1.2386206466750107,6.99274971765949,0.061571959851912925,0.1456374028489366,0.19975460167691078,0.0007552567117379044,0.9735475541479964,2.0589887962700004,8.142081092156264,0.03242558833525467,0.05974699483351554,0.08545688218877408,3.615537582419098e-05,0.06673408260098486,0.19596219580319002,0.2000000141967735,0.0014533689833131417,0.019297612676574406,0.0782561828817604,0.08000000886168089,6.258500416996377e-05,0.19685944852679554,0.5052870581248637,0.8000001295126505,0.000793605752436771,1.5373024784809621,2.4119142072852027,15.966296432971205,0.034297624708355866,-0.04710828207476528,-0.01281065736640941,-0.00022801411795637965,0.06420500933427853,-0.14830158564883955,-0.08409657631456104,-0.001496774808777574,0.0,0.0,0.0,0.0,0.06420500933427853,-0.14830158564883955,-0.08409657631456104,-0.001496774808777574,0.06570227629273756,-0.162609509439599,-0.09690723314686145,-0.0017247889172198876,0.04622042161259638,-0.04304358123946791,0.003176840373128477,5.6544209501262054e-05,0.0,-0.33668855661944785,-0.33668855661944785,-0.0059926037257309155,2.9299324844034415e-05,-0.05109646488239742,-0.05106716555755339,-0.0009089271955993411,0.25918815852700045,-0.5088060028298476,-0.24961784430284714,-0.004442830757799767,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W10_OBS_DECOUPLE/2026-07-21/position_offboard_20260721_110626
STD_L06_FULL_W10_OBS_DECOUPLE,0.6,north_move,north,46.096000000000004,52.28,773,0.03358687007291893,0.059378798229572115,0.07954273595539119,0.0,0.07286778900597024,0.14299245574522546,0.17141270971186567,0.0,0.0,0.0,0.0,0.0,0.07286778900597024,0.14299245574522546,0.17141270971186567,0.0,1.1987384095230331,1.5327855588783303,6.604355154769451,0.0753581846122333,0.15821413253045258,0.18552345039197746,0.0,1.452284348741712,2.3900718155116647,7.716311897946711,0.04041675301798171,0.07848542410293757,0.08545688218877408,0.0,0.08845578438868104,0.19999999710129904,0.200000011266346,0.0,0.028424903085843715,0.07999999805242104,0.08000000639799086,0.0,0.2774247224967765,0.6763303725213717,0.8000001159250826,0.0,2.292691126988997,3.636119550750144,15.966296432971205,0.006709003315630957,-0.006825277722698985,-0.00011627440706802922,-2.4150865529820864e-05,0.012295815605424266,-0.026093850886638424,-0.013798035281214158,-0.002242493674251883,0.0,0.0,0.0,0.0,0.012295815605424266,-0.026093850886638424,-0.013798035281214158,-0.002242493674251883,0.013676115449625246,-0.027590425066242548,-0.013914309616617302,-0.002266644529397761,0.009014621838963654,-0.007502512143168125,0.0015121096957955295,0.00024499109605703793,0.0,-0.06509920618668875,-0.06509920618668875,-0.010544703543875315,7.627858067281918e-07,-0.012919876251020476,-0.012919113465213749,-0.002089119253753839,0.06417069406862726,-0.09312137843391256,-0.028950684365285317,-0.00471533469911654,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W10_OBS_DECOUPLE/2026-07-21/position_offboard_20260721_110626
STD_L06_FULL_W10_OBS_DECOUPLE,0.6,north_accel,north,46.096000000000004,47.096000000000004,125,0.016159746421717972,0.024517206824301186,0.038250184947483126,,0.07772433242323867,0.13634106469441765,0.17141270971186567,,0.0,0.0,0.0,,0.07772433242323867,0.13634106469441765,0.17141270971186567,,2.074263061899004,5.942586608585187,6.4061834345041,0.0820045917045502,0.1573313448758678,0.1769805904434463,,2.4915249389394196,7.008190707608134,7.716311897946711,0.02095775018501799,0.02706127545502428,0.027128464530469604,,0.12311591731293134,0.2000000024766518,0.20000000804511445,,0.04584328147438263,0.08000000235094358,0.08000000523170096,,0.45672799457357927,0.7889904549231357,0.8000001159250826,,3.7969193109564894,7.297162430899179,15.966296432971205,0.0006358473674154071,-0.0004399900558928601,0.00019585731152254698,0.000197292996217584,0.005364329022820982,-0.003929747761474572,0.0014345812613464118,0.0014784859087812947,0.0,0.0,0.0,0.0,0.005364329022820982,-0.003929747761474572,0.0014345812613464118,0.0014784859087812947,0.005508738087995818,-0.0038782993864970223,0.0016304387014987945,0.0016757790360734362,0.002063666043482953,-1.8180456900151853e-06,0.0020618479977929376,0.00206877519745467,0.0,-0.020042620009973127,-0.020042620009973127,-0.020069577809162523,0.0,-0.006090642903000107,-0.006090642903000107,-0.006119855070486665,0.029512726127242764,-0.025231986514554577,0.004280739612688186,0.004344938190464745,1,/home/lst/PX4-Autopilot/build/zd680_w10_causal_20260721_110302/runs/STD_L06_FULL_W10_OBS_DECOUPLE/2026-07-21/position_offboard_20260721_110626
