formula,w10_meaning,power_definition,axis_mapping,historical_w05_recalculation_relative_error_pct,historical_route_observer_net,historical_movement_observer_net,historical_movement_position_net,historical_movement_tracking_net,historical_movement_nominal_net,historical_route_z3_net,historical_route_as_net,historical_route_pas_net,historical_route_final_net,status
v_fb=(1-W)*z2+W*v_EKF,pure EKF nominal velocity feedback; ESO and z3 compensation retained,"P=-L*a dot(theta_dot); positive injects swing energy, negative dissipates",heading N/E from pitch/roll using MC_HANG_SIGN_X/Y=-1,0.0,0.066567154,0.033339399,-0.002296667,-0.015194521,0.015848212,0.00254829,-0.332389646,-0.048086058,-0.185503814,OFFLINE_POWER_AUDIT_OK
